utc,date,time,direction,max_speed (Knots),gust (Knots),wind_speed (Knots)
2014-12-30T12:00:00,30/12/2014,14:00,157,20.6,27.8,16.2
2014-12-30T13:00:00,30/12/2014,15:00,135,20.8,30.9,16.7
2014-12-30T14:00:00,30/12/2014,16:00,157,20.8,27.8,17.7
2014-12-30T15:00:00,30/12/2014,17:00,135,21,28.6,17.6
2014-12-30T16:00:00,30/12/2014,18:00,157,21.2,28.4,17.9
2014-12-30T17:00:00,30/12/2014,19:00,157,20,26,17.4
2014-12-30T18:00:00,30/12/2014,20:00,135,16.5,22.9,13.6
2014-12-30T19:00:00,30/12/2014,21:00,157,19,19.8,14.7
2014-12-30T20:00:00,30/12/2014,22:00,157,18.3,23.1,15.4
2014-12-30T21:00:00,30/12/2014,23:00,157,20.4,22.5,14.4
2014-12-30T22:00:00,31/12/2014,00:00,157,15.4,20.4,11.4
2014-12-30T23:00:00,31/12/2014,01:00,202,12.4,15,10.8
2014-12-31T00:00:00,31/12/2014,02:00,157,15.7,21,10.9
2014-12-31T01:00:00,31/12/2014,03:00,180,16.3,17.1,12.5
2014-12-31T02:00:00,31/12/2014,04:00,180,15.7,15.4,11.5
2014-12-31T03:00:00,31/12/2014,05:00,180,12.8,19.2,8.1
2014-12-31T04:00:00,31/12/2014,06:00,157,17.7,19.6,13.8
2014-12-31T05:00:00,31/12/2014,07:00,157,19.2,25.1,15.4
2014-12-31T06:00:00,31/12/2014,08:00,157,20.2,23.1,15.7
2014-12-31T07:00:00,31/12/2014,09:00,157,19,23.9,15.5
2014-12-31T08:00:00,31/12/2014,10:00,157,17.5,24.1,15.1
2014-12-31T09:00:00,31/12/2014,11:00,157,17.1,23.9,14.4
2014-12-31T10:00:00,31/12/2014,12:00,157,15.2,17.7,11.3
2014-12-31T11:00:00,31/12/2014,13:00,90,11.3,12.6,7.8
2014-12-31T12:00:00,31/12/2014,14:00,67,12.6,13.4,8.5
2014-12-31T13:00:00,31/12/2014,15:00,90,13.4,24.7,9.4
2014-12-31T14:00:00,31/12/2014,16:00,90,16.1,17.9,12
2014-12-31T15:00:00,31/12/2014,17:00,90,17.9,19.2,14
2014-12-31T16:00:00,31/12/2014,18:00,90,14.2,17.9,11.1
2014-12-31T17:00:00,31/12/2014,19:00,135,16.9,22,11.8
2014-12-31T18:00:00,31/12/2014,20:00,90,12.2,13.2,9
2014-12-31T19:00:00,31/12/2014,21:00,90,9.9,11.5,6.5
2014-12-31T20:00:00,31/12/2014,22:00,90,6.2,11.5,5.3
2014-12-31T21:00:00,31/12/2014,23:00,90,7.6,11.5,5.6
2014-12-31T22:00:00,01/01/2015,00:00,90,8.6,11.5,7.6
2014-12-31T23:00:00,01/01/2015,01:00,90,9.5,11.5,8.1
2015-01-01T00:00:00,01/01/2015,02:00,90,4.9,11.5,3
2015-01-01T01:00:00,01/01/2015,03:00,90,3.7,11.5,0.9
2015-01-01T02:00:00,01/01/2015,04:00,337,2.7,11.5,0.5
2015-01-01T03:00:00,01/01/2015,05:00,292,1,11.5,0.1
2015-01-01T04:00:00,01/01/2015,06:00,0,0,11.5,0
2015-01-01T05:00:00,01/01/2015,07:00,270,3.1,11.5,0.9
2015-01-01T06:00:00,01/01/2015,08:00,270,5.4,11.5,3.5
2015-01-01T07:00:00,01/01/2015,09:00,247,5.2,11.5,3.8
2015-01-01T08:00:00,01/01/2015,10:00,315,7.8,11.5,5
2015-01-01T09:00:00,01/01/2015,11:00,315,8.2,11.5,6
2015-01-01T10:00:00,01/01/2015,12:00,292,8.9,11.5,6
2015-01-01T11:00:00,01/01/2015,13:00,180,8,11.5,4.1
2015-01-01T12:00:00,01/01/2015,14:00,180,9.1,11.5,5.4
2015-01-01T13:00:00,01/01/2015,15:00,225,7,11.5,4.9
2015-01-01T14:00:00,01/01/2015,16:00,247,8.6,12.6,6
2015-01-01T15:00:00,01/01/2015,17:00,202,7.6,11.5,3.2
2015-01-01T16:00:00,01/01/2015,18:00,180,8.2,11.5,5.8
2015-01-01T17:00:00,01/01/2015,19:00,180,7.8,11.5,4.6
2015-01-01T18:00:00,01/01/2015,20:00,202,5.8,11.5,3.8
2015-01-01T19:00:00,01/01/2015,21:00,202,3.3,11.5,2.2
2015-01-01T20:00:00,01/01/2015,22:00,157,4.7,11.5,2.2
2015-01-01T21:00:00,01/01/2015,23:00,157,4.3,11.5,2.6
2015-01-01T22:00:00,02/01/2015,00:00,180,3.9,11.5,2.6
2015-01-01T23:00:00,02/01/2015,01:00,180,5.1,11.5,3.5
2015-01-02T00:00:00,02/01/2015,02:00,90,4.7,11.5,1.1
2015-01-02T01:00:00,02/01/2015,03:00,337,0,11.5,0
2015-01-02T02:00:00,02/01/2015,04:00,135,0,11.5,0
2015-01-02T03:00:00,02/01/2015,05:00,180,0,11.5,0
2015-01-02T04:00:00,02/01/2015,06:00,90,3.7,11.5,0.9
2015-01-02T05:00:00,02/01/2015,07:00,135,5.1,11.5,3.6
2015-01-02T06:00:00,02/01/2015,08:00,292,5.1,11.5,2.6
2015-01-02T07:00:00,02/01/2015,09:00,247,5.4,11.5,3.9
2015-01-02T08:00:00,02/01/2015,10:00,337,6.2,11.5,3.4
2015-01-02T09:00:00,02/01/2015,11:00,247,10.3,11.5,6.3
2015-01-02T10:00:00,02/01/2015,12:00,315,9.3,11.5,5.1
2015-01-02T11:00:00,02/01/2015,13:00,315,8.4,11.5,6
2015-01-02T12:00:00,02/01/2015,14:00,292,9.1,11.5,6.1
2015-01-02T13:00:00,02/01/2015,15:00,270,9.5,11.5,6.4
2015-01-02T14:00:00,02/01/2015,16:00,315,7.6,11.5,6
2015-01-02T15:00:00,02/01/2015,17:00,315,8.7,11.5,6.3
2015-01-02T16:00:00,02/01/2015,18:00,337,8.4,11.5,6.5
2015-01-02T17:00:00,02/01/2015,19:00,337,6.2,11.5,3.6
2015-01-02T18:00:00,02/01/2015,20:00,270,3.5,11.5,2.6
2015-01-02T19:00:00,02/01/2015,21:00,22,0,11.5,0
2015-01-02T20:00:00,02/01/2015,22:00,0,0,11.5,0
2015-01-02T21:00:00,02/01/2015,23:00,67,0,11.5,0
2015-01-02T22:00:00,03/01/2015,00:00,292,0.8,11.5,0
2015-01-02T23:00:00,03/01/2015,01:00,292,0,11.5,0
2015-01-03T00:00:00,03/01/2015,02:00,315,0,11.5,0
2015-01-03T01:00:00,03/01/2015,03:00,0,0,11.5,0
2015-01-03T02:00:00,03/01/2015,04:00,247,0,11.5,0
2015-01-03T03:00:00,03/01/2015,05:00,337,0,11.5,0
2015-01-03T04:00:00,03/01/2015,06:00,315,0,11.5,0
2015-01-03T05:00:00,03/01/2015,07:00,292,7.4,11.5,2.4
2015-01-03T06:00:00,03/01/2015,08:00,292,10.3,13.8,6.2
2015-01-03T07:00:00,03/01/2015,09:00,0,8.9,11.5,5.5
2015-01-03T08:00:00,03/01/2015,10:00,270,9.3,11.5,6.9
2015-01-03T09:00:00,03/01/2015,11:00,292,7.4,11.5,3.3
2015-01-03T10:00:00,03/01/2015,12:00,315,14.2,11.7,8.8
2015-01-03T11:00:00,03/01/2015,13:00,0,7.4,11.5,5.3
2015-01-03T12:00:00,03/01/2015,14:00,337,12.6,15.4,6.5
2015-01-03T13:00:00,03/01/2015,15:00,292,10.9,11.5,7.4
2015-01-03T14:00:00,03/01/2015,16:00,315,10.9,11.5,6.6
2015-01-03T15:00:00,03/01/2015,17:00,315,11.9,13.2,6.2
2015-01-03T16:00:00,03/01/2015,18:00,337,8.2,11.5,5
2015-01-03T17:00:00,03/01/2015,19:00,337,8,11.5,5.3
2015-01-03T18:00:00,03/01/2015,20:00,292,8.6,11.5,5.8
2015-01-03T19:00:00,03/01/2015,21:00,292,7.8,11.5,4.9
2015-01-03T20:00:00,03/01/2015,22:00,247,4.9,11.5,1.2
2015-01-03T21:00:00,03/01/2015,23:00,292,0.8,11.5,0
2015-01-03T22:00:00,04/01/2015,00:00,90,0.8,11.5,0
2015-01-03T23:00:00,04/01/2015,01:00,292,1.9,11.5,0.4
2015-01-04T00:00:00,04/01/2015,02:00,315,1.2,11.5,0.3
2015-01-04T01:00:00,04/01/2015,03:00,270,0,11.5,0
2015-01-04T02:00:00,04/01/2015,04:00,225,0,11.5,0
2015-01-04T03:00:00,04/01/2015,05:00,247,0,11.5,0
2015-01-04T04:00:00,04/01/2015,06:00,270,0.8,11.5,0
2015-01-04T05:00:00,04/01/2015,07:00,337,4.7,11.5,1.8
2015-01-04T06:00:00,04/01/2015,08:00,315,7.4,11.5,5
2015-01-04T07:00:00,04/01/2015,09:00,0,8.4,11.5,5.6
2015-01-04T08:00:00,04/01/2015,10:00,0,8,11.5,4.7
2015-01-04T09:00:00,04/01/2015,11:00,315,11.7,12.8,6.8
2015-01-04T10:00:00,04/01/2015,12:00,292,12.2,13.8,9.6
2015-01-04T11:00:00,04/01/2015,13:00,337,11.7,13.2,10.1
2015-01-04T12:00:00,04/01/2015,14:00,0,15.2,17.3,11.7
2015-01-04T13:00:00,04/01/2015,15:00,315,15.6,19.8,12.3
2015-01-04T14:00:00,04/01/2015,16:00,292,13.4,17.9,11
2015-01-04T15:00:00,04/01/2015,17:00,337,13.8,14.4,10.4
2015-01-04T16:00:00,04/01/2015,18:00,315,12.6,13.2,9.3
2015-01-04T17:00:00,04/01/2015,19:00,292,10.9,12.8,8.9
2015-01-04T18:00:00,04/01/2015,20:00,315,9.1,11.5,6.8
2015-01-04T19:00:00,04/01/2015,21:00,337,9.7,13.2,5.6
2015-01-04T20:00:00,04/01/2015,22:00,315,8.4,11.5,4.4
2015-01-04T21:00:00,04/01/2015,23:00,337,9.9,11.5,5.4
2015-01-04T22:00:00,05/01/2015,00:00,337,6.6,11.5,4.6
2015-01-04T23:00:00,05/01/2015,01:00,337,8.9,11.5,4
2015-01-05T00:00:00,05/01/2015,02:00,337,7.6,11.5,4.6
2015-01-05T01:00:00,05/01/2015,03:00,337,8.9,12.8,6.3
2015-01-05T02:00:00,05/01/2015,04:00,337,8.6,12.6,6
2015-01-05T03:00:00,05/01/2015,05:00,337,9.1,11.5,6.2
2015-01-05T04:00:00,05/01/2015,06:00,315,7.8,11.5,5.3
2015-01-05T05:00:00,05/01/2015,07:00,315,5.4,11.5,4
2015-01-05T06:00:00,05/01/2015,08:00,337,8,16.7,5.7
2015-01-05T07:00:00,05/01/2015,09:00,315,6.8,11.5,3.7
2015-01-05T08:00:00,05/01/2015,10:00,0,7,11.5,4.2
2015-01-05T09:00:00,05/01/2015,11:00,337,6.6,11.5,3.2
2015-01-05T10:00:00,05/01/2015,12:00,0,7.8,11.5,4.6
2015-01-05T11:00:00,05/01/2015,13:00,337,8.9,11.5,4.6
2015-01-05T12:00:00,05/01/2015,14:00,270,10.9,17.1,7.6
2015-01-05T13:00:00,05/01/2015,15:00,315,12.1,13.4,6.5
2015-01-05T14:00:00,05/01/2015,16:00,315,11.9,15.2,8.9
2015-01-05T15:00:00,05/01/2015,17:00,337,9.9,13.2,8
2015-01-05T16:00:00,05/01/2015,18:00,337,8.9,12.6,6.9
2015-01-05T17:00:00,05/01/2015,19:00,337,6.2,11.5,3.7
2015-01-05T18:00:00,05/01/2015,20:00,315,5.1,11.5,2.7
2015-01-05T19:00:00,05/01/2015,21:00,292,5.4,11.5,1.6
2015-01-05T20:00:00,05/01/2015,22:00,337,3.1,11.5,0.4
2015-01-05T21:00:00,05/01/2015,23:00,315,1,11.5,0.1
2015-01-05T22:00:00,06/01/2015,00:00,225,0,11.5,0
2015-01-05T23:00:00,06/01/2015,01:00,270,0,11.5,0
2015-01-06T00:00:00,06/01/2015,02:00,292,2.1,11.5,0.2
2015-01-06T01:00:00,06/01/2015,03:00,247,1,11.5,0
2015-01-06T02:00:00,06/01/2015,04:00,0,1.9,11.5,0.2
2015-01-06T03:00:00,06/01/2015,05:00,315,0,11.5,0
2015-01-06T04:00:00,06/01/2015,06:00,180,3.3,11.5,1.8
2015-01-06T05:00:00,06/01/2015,07:00,247,3.5,11.5,0.2
2015-01-06T06:00:00,06/01/2015,08:00,135,6.8,11.5,4.2
2015-01-06T07:00:00,06/01/2015,09:00,135,10.5,11.5,6.2
2015-01-06T08:00:00,06/01/2015,10:00,90,9.9,13.2,7.2
2015-01-06T09:00:00,06/01/2015,11:00,90,12.4,12.6,8.9
2015-01-06T10:00:00,06/01/2015,12:00,90,10.7,14.2,4.6
2015-01-06T11:00:00,06/01/2015,13:00,112,10.3,13.6,7.4
2015-01-06T12:00:00,06/01/2015,14:00,90,12.8,17.1,9.6
2015-01-06T13:00:00,06/01/2015,15:00,135,14,15.2,11.3
2015-01-06T14:00:00,06/01/2015,16:00,135,13.8,13.2,9.6
2015-01-06T15:00:00,06/01/2015,17:00,90,13.2,15.2,8.3
2015-01-06T16:00:00,06/01/2015,18:00,112,16.9,19.4,13
2015-01-06T17:00:00,06/01/2015,19:00,90,18.5,21.2,15.8
2015-01-06T18:00:00,06/01/2015,20:00,157,16.1,17.5,11.8
2015-01-06T19:00:00,06/01/2015,21:00,157,12.2,17.3,9.8
2015-01-06T20:00:00,06/01/2015,22:00,180,13.8,21.2,10.3
2015-01-06T21:00:00,06/01/2015,23:00,157,14.8,18.5,10.6
2015-01-06T22:00:00,07/01/2015,00:00,90,11.7,21.8,9.7
2015-01-06T23:00:00,07/01/2015,01:00,90,13.8,14.6,10
2015-01-07T00:00:00,07/01/2015,02:00,157,12.2,15.4,9.9
2015-01-07T01:00:00,07/01/2015,03:00,90,14,13.4,9.2
2015-01-07T02:00:00,07/01/2015,04:00,135,11.5,11.5,7.9
2015-01-07T03:00:00,07/01/2015,05:00,135,11.5,12.8,8.4
2015-01-07T04:00:00,07/01/2015,06:00,90,10.5,11.5,7.6
2015-01-07T05:00:00,07/01/2015,07:00,90,12.1,17.3,9.3
2015-01-07T06:00:00,07/01/2015,08:00,90,11.9,13.4,10.5
2015-01-07T07:00:00,07/01/2015,09:00,90,11.1,12.6,9.4
2015-01-07T08:00:00,07/01/2015,10:00,292,8.9,11.5,5.3
2015-01-07T09:00:00,07/01/2015,11:00,90,7.8,11.5,4.7
2015-01-07T10:00:00,07/01/2015,12:00,67,10.5,12.1,7.6
2015-01-07T11:00:00,07/01/2015,13:00,90,11.5,13.4,8.5
2015-01-07T12:00:00,07/01/2015,14:00,90,11.3,12.6,10.2
2015-01-07T13:00:00,07/01/2015,15:00,90,15,16.3,12.5
2015-01-07T14:00:00,07/01/2015,16:00,112,13.2,15.6,7.9
2015-01-07T15:00:00,07/01/2015,17:00,90,6.6,11.5,5.1
2015-01-07T16:00:00,07/01/2015,18:00,157,8.2,11.5,6.3
2015-01-07T17:00:00,07/01/2015,19:00,90,8.9,11.5,4.4
2015-01-07T18:00:00,07/01/2015,20:00,90,9.3,12.6,6.8
2015-01-07T19:00:00,07/01/2015,21:00,90,8.4,11.5,5.8
2015-01-07T20:00:00,07/01/2015,22:00,157,9.5,17.1,6.2
2015-01-07T21:00:00,07/01/2015,23:00,90,7.4,11.5,4.3
2015-01-07T22:00:00,08/01/2015,00:00,247,5.2,11.5,1
2015-01-07T23:00:00,08/01/2015,01:00,247,1.9,11.5,0.1
2015-01-08T00:00:00,08/01/2015,02:00,225,4.1,11.5,0.6
2015-01-08T01:00:00,08/01/2015,03:00,180,2.7,11.5,0.3
2015-01-08T02:00:00,08/01/2015,04:00,135,7.6,11.5,3.4
2015-01-08T03:00:00,08/01/2015,05:00,202,2.9,11.5,0.6
2015-01-08T04:00:00,08/01/2015,06:00,337,0,11.5,0
2015-01-08T05:00:00,08/01/2015,07:00,270,4.7,11.5,1.9
2015-01-08T06:00:00,08/01/2015,08:00,202,6.8,11.5,3.6
2015-01-08T07:00:00,08/01/2015,09:00,202,9.7,11.5,5.4
2015-01-08T08:00:00,08/01/2015,10:00,90,9.1,11.5,5.3
2015-01-08T09:00:00,08/01/2015,11:00,135,11.5,11.5,8.3
2015-01-08T10:00:00,08/01/2015,12:00,90,10.9,12.2,7.1
2015-01-08T11:00:00,08/01/2015,13:00,112,9.5,11.5,6.9
2015-01-08T12:00:00,08/01/2015,14:00,45,6.2,11.5,4.1
2015-01-08T13:00:00,08/01/2015,15:00,135,8.6,11.5,5
2015-01-08T14:00:00,08/01/2015,16:00,90,11.5,13.2,7.7
2015-01-08T15:00:00,08/01/2015,17:00,112,12.2,16.9,8.9
2015-01-08T16:00:00,08/01/2015,18:00,90,9.9,16.9,7.9
2015-01-08T17:00:00,08/01/2015,19:00,112,10.9,11.9,7.7
2015-01-08T18:00:00,08/01/2015,20:00,135,9.9,12.8,6.4
2015-01-08T19:00:00,08/01/2015,21:00,90,8,11.5,5.7
2015-01-08T20:00:00,08/01/2015,22:00,157,8.4,15.4,6.7
2015-01-08T21:00:00,08/01/2015,23:00,112,13.2,16.3,7.6
2015-01-08T22:00:00,09/01/2015,00:00,90,14,17.5,8.2
2015-01-08T23:00:00,09/01/2015,01:00,135,9.9,12.8,7.9
2015-01-09T00:00:00,09/01/2015,02:00,45,12.6,14.6,8.6
2015-01-09T01:00:00,09/01/2015,03:00,135,11.7,20,8.2
2015-01-09T02:00:00,09/01/2015,04:00,135,11.5,23.9,8.7
2015-01-09T03:00:00,09/01/2015,05:00,157,13.4,22.4,10.2
2015-01-09T04:00:00,09/01/2015,06:00,135,16.9,22.4,12.6
2015-01-09T05:00:00,09/01/2015,07:00,157,14.4,17.3,11.5
2015-01-09T06:00:00,09/01/2015,08:00,157,16.3,20.6,12
2015-01-09T07:00:00,09/01/2015,09:00,135,15.6,21.8,12
2015-01-09T08:00:00,09/01/2015,10:00,157,15.7,19.8,12
2015-01-09T09:00:00,09/01/2015,11:00,135,14,20,10.9
2015-01-09T10:00:00,09/01/2015,12:00,157,15.6,19.6,12.5
2015-01-09T11:00:00,09/01/2015,13:00,157,17.7,19.6,13.3
2015-01-09T12:00:00,09/01/2015,14:00,202,18.3,23.1,14
2015-01-09T13:00:00,09/01/2015,15:00,157,17.3,20.8,12.8
2015-01-09T14:00:00,09/01/2015,16:00,90,12.1,15.2,10.5
2015-01-09T15:00:00,09/01/2015,17:00,90,13.4,19.2,9.7
2015-01-09T16:00:00,09/01/2015,18:00,90,15.7,19.8,11.3
2015-01-09T17:00:00,09/01/2015,19:00,135,11.7,20.2,8
2015-01-09T18:00:00,09/01/2015,20:00,180,16.7,22,10.6
2015-01-09T19:00:00,09/01/2015,21:00,135,12.8,19.2,8.6
2015-01-09T20:00:00,09/01/2015,22:00,90,20.2,19.8,10.8
2015-01-09T21:00:00,09/01/2015,23:00,135,19.2,21,13.3
2015-01-09T22:00:00,10/01/2015,00:00,157,14.6,19.8,12.8
2015-01-09T23:00:00,10/01/2015,01:00,157,16.5,22.9,10.2
2015-01-10T00:00:00,10/01/2015,02:00,90,10.5,19.2,8.6
2015-01-10T01:00:00,10/01/2015,03:00,90,12.2,19.2,8.6
2015-01-10T02:00:00,10/01/2015,04:00,135,11.1,19.2,6.3
2015-01-10T03:00:00,10/01/2015,05:00,135,8.4,19.2,5.3
2015-01-10T04:00:00,10/01/2015,06:00,112,8.4,19.2,6
2015-01-10T05:00:00,10/01/2015,07:00,292,7.6,19.2,3.4
2015-01-10T06:00:00,10/01/2015,08:00,135,10.5,19.2,6
2015-01-10T07:00:00,10/01/2015,09:00,112,9.9,19.2,7.9
2015-01-10T08:00:00,10/01/2015,10:00,157,9.5,19.2,7.5
2015-01-10T09:00:00,10/01/2015,11:00,225,11.3,19.2,7.2
2015-01-10T10:00:00,10/01/2015,12:00,45,10.7,19.2,5.7
2015-01-10T11:00:00,10/01/2015,13:00,202,8,19.2,5.1
2015-01-10T12:00:00,10/01/2015,14:00,180,9.9,19.2,5.7
2015-01-10T13:00:00,10/01/2015,15:00,135,10.3,19.2,5.3
2015-01-10T14:00:00,10/01/2015,16:00,202,8.6,19.2,5.2
2015-01-10T15:00:00,10/01/2015,17:00,45,10.9,19.2,7.8
2015-01-10T16:00:00,10/01/2015,18:00,22,9.1,19.2,7.2
2015-01-10T17:00:00,10/01/2015,19:00,90,10.5,19.2,7.6
2015-01-10T18:00:00,10/01/2015,20:00,135,11.3,19.2,7.1
2015-01-10T19:00:00,10/01/2015,21:00,90,9.3,19.2,6.9
2015-01-10T20:00:00,10/01/2015,22:00,135,11.7,19.2,7.5
2015-01-10T21:00:00,10/01/2015,23:00,135,10.5,19.2,7.2
2015-01-10T22:00:00,11/01/2015,00:00,90,7.8,19.2,5.7
2015-01-10T23:00:00,11/01/2015,01:00,90,9.7,19.2,6.8
2015-01-11T00:00:00,11/01/2015,02:00,157,11.3,19.2,7.1
2015-01-11T01:00:00,11/01/2015,03:00,157,14.4,19.2,9.4
2015-01-11T02:00:00,11/01/2015,04:00,135,10.7,19.2,7.4
2015-01-11T03:00:00,11/01/2015,05:00,90,10.5,19.2,6.3
2015-01-11T04:00:00,11/01/2015,06:00,135,9.5,19.2,7.2
2015-01-11T05:00:00,11/01/2015,07:00,90,14.4,19.2,9.2
2015-01-11T06:00:00,11/01/2015,08:00,112,12.8,19.2,9.7
2015-01-11T07:00:00,11/01/2015,09:00,112,11.5,19.2,8.7
2015-01-11T08:00:00,11/01/2015,10:00,135,12.8,19.2,10.7
2015-01-11T09:00:00,11/01/2015,11:00,202,14,19.2,10.2
2015-01-11T10:00:00,11/01/2015,12:00,157,12.6,19.2,9.3
2015-01-11T11:00:00,11/01/2015,13:00,180,10.3,19.2,7.5
2015-01-11T12:00:00,11/01/2015,14:00,45,10.9,19.2,8.4
2015-01-11T13:00:00,11/01/2015,15:00,135,11.5,19.2,8.3
2015-01-11T14:00:00,11/01/2015,16:00,157,11.7,19.2,8.6
2015-01-11T15:00:00,11/01/2015,17:00,180,14.4,21.4,9.7
2015-01-11T16:00:00,11/01/2015,18:00,90,10.9,19.2,9.1
2015-01-11T17:00:00,11/01/2015,19:00,112,11.7,19.2,8.9
2015-01-11T18:00:00,11/01/2015,20:00,90,11.3,19.2,8.4
2015-01-11T19:00:00,11/01/2015,21:00,67,9.3,19.2,7
2015-01-11T20:00:00,11/01/2015,22:00,135,12.8,19.2,9
2015-01-11T21:00:00,11/01/2015,23:00,67,10.3,19.2,7.2
2015-01-11T22:00:00,12/01/2015,00:00,135,10.5,19.2,7.1
2015-01-11T23:00:00,12/01/2015,01:00,90,11.1,19.2,7.9
2015-01-12T00:00:00,12/01/2015,02:00,202,9.7,19.2,4.9
2015-01-12T01:00:00,12/01/2015,03:00,90,8.6,19.2,6.1
2015-01-12T02:00:00,12/01/2015,04:00,202,2.9,19.2,0.5
2015-01-12T03:00:00,12/01/2015,05:00,247,0,19.2,0
2015-01-12T04:00:00,12/01/2015,06:00,202,4.3,19.2,1
2015-01-12T05:00:00,12/01/2015,07:00,90,8.4,19.2,5.1
2015-01-12T06:00:00,12/01/2015,08:00,90,8,19.2,6.9
2015-01-12T07:00:00,12/01/2015,09:00,90,9.5,19.2,7.3
2015-01-12T08:00:00,12/01/2015,10:00,90,7.8,19.2,5.7
2015-01-12T09:00:00,12/01/2015,11:00,247,6,19.2,4.5
2015-01-12T10:00:00,12/01/2015,12:00,292,8,19.2,6.3
2015-01-12T11:00:00,12/01/2015,13:00,270,9.9,19.2,6.9
2015-01-12T12:00:00,12/01/2015,14:00,337,10.3,19.2,7.4
2015-01-12T13:00:00,12/01/2015,15:00,270,10.5,19.2,8.2
2015-01-12T14:00:00,12/01/2015,16:00,247,10.7,19.2,8.2
2015-01-12T15:00:00,12/01/2015,17:00,315,10.7,19.2,7.1
2015-01-12T16:00:00,12/01/2015,18:00,292,7.6,19.2,5.5
2015-01-12T17:00:00,12/01/2015,19:00,292,6.2,19.2,3.4
2015-01-12T18:00:00,12/01/2015,20:00,315,4.3,19.2,3
2015-01-12T19:00:00,12/01/2015,21:00,247,1.9,19.2,0.2
2015-01-12T20:00:00,12/01/2015,22:00,157,0,19.2,0
2015-01-12T21:00:00,12/01/2015,23:00,90,0,19.2,0
2015-01-12T22:00:00,13/01/2015,00:00,45,0,19.2,0
2015-01-12T23:00:00,13/01/2015,01:00,135,0,19.2,0
2015-01-13T00:00:00,13/01/2015,02:00,67,0,19.2,0
2015-01-13T01:00:00,13/01/2015,03:00,67,0,19.2,0
2015-01-13T02:00:00,13/01/2015,04:00,135,0,19.2,0
2015-01-13T03:00:00,13/01/2015,05:00,202,0,19.2,0
2015-01-13T04:00:00,13/01/2015,06:00,112,0,19.2,0
2015-01-13T05:00:00,13/01/2015,07:00,135,5.6,19.2,0.9
2015-01-13T06:00:00,13/01/2015,08:00,135,12.6,19.2,8.1
2015-01-13T07:00:00,13/01/2015,09:00,202,14.8,22,9.6
2015-01-13T08:00:00,13/01/2015,10:00,135,18.3,20,10.9
2015-01-13T09:00:00,13/01/2015,11:00,157,13.2,19.6,9.3
2015-01-13T10:00:00,13/01/2015,12:00,157,17.9,25.1,11.2
2015-01-13T11:00:00,13/01/2015,13:00,90,14.2,22.2,10.7
2015-01-13T12:00:00,13/01/2015,14:00,180,12.2,25.7,9.6
2015-01-13T13:00:00,13/01/2015,15:00,157,17.3,26.6,13.6
2015-01-13T14:00:00,13/01/2015,16:00,157,15,24.3,11
2015-01-13T15:00:00,13/01/2015,17:00,180,15.2,19.2,9.9
2015-01-13T16:00:00,13/01/2015,18:00,180,18.5,23.5,12
2015-01-13T17:00:00,13/01/2015,19:00,157,18.3,24.7,13.1
2015-01-13T18:00:00,13/01/2015,20:00,90,14.4,22,11.5
2015-01-13T19:00:00,13/01/2015,21:00,157,15.6,21.8,10
2015-01-13T20:00:00,13/01/2015,22:00,90,18.3,22,14.2
2015-01-13T21:00:00,13/01/2015,23:00,135,18.1,26.4,12
2015-01-13T22:00:00,14/01/2015,00:00,90,16.9,19.4,8.1
2015-01-13T23:00:00,14/01/2015,01:00,90,10.7,19.2,7.6
2015-01-14T00:00:00,14/01/2015,02:00,90,8.9,19.2,5.7
2015-01-14T01:00:00,14/01/2015,03:00,90,11.7,19.2,9.2
2015-01-14T02:00:00,14/01/2015,04:00,90,13.2,19.2,10.5
2015-01-14T03:00:00,14/01/2015,05:00,90,14.4,19.2,11.3
2015-01-14T04:00:00,14/01/2015,06:00,90,13.4,19.2,9.8
2015-01-14T05:00:00,14/01/2015,07:00,90,9.9,19.2,7.1
2015-01-14T06:00:00,14/01/2015,08:00,90,11.9,19.2,9.9
2015-01-14T07:00:00,14/01/2015,09:00,90,12.2,19.2,10.5
2015-01-14T08:00:00,14/01/2015,10:00,90,9.3,19.2,6.1
2015-01-14T09:00:00,14/01/2015,11:00,90,13.4,19.2,8.9
2015-01-14T10:00:00,14/01/2015,12:00,90,11.7,19.2,10.7
2015-01-14T11:00:00,14/01/2015,13:00,90,14.2,19.2,11.3
2015-01-14T12:00:00,14/01/2015,14:00,90,14.4,19.2,12.7
2015-01-14T13:00:00,14/01/2015,15:00,90,14,19.2,11
2015-01-14T14:00:00,14/01/2015,16:00,90,11.9,19.2,10
2015-01-14T15:00:00,14/01/2015,17:00,90,12.2,19.2,10.8
2015-01-14T16:00:00,14/01/2015,18:00,90,12.6,19.2,10.2
2015-01-14T17:00:00,14/01/2015,19:00,90,10.9,19.2,8.8
2015-01-14T18:00:00,14/01/2015,20:00,90,9.1,19.2,7
2015-01-14T19:00:00,14/01/2015,21:00,135,5.1,19.2,1.5
2015-01-14T20:00:00,14/01/2015,22:00,180,0,19.2,0
2015-01-14T21:00:00,14/01/2015,23:00,337,0,19.2,0
2015-01-14T22:00:00,15/01/2015,00:00,45,0,19.2,0
2015-01-14T23:00:00,15/01/2015,01:00,315,1.2,19.2,0.1
2015-01-15T00:00:00,15/01/2015,02:00,247,6.8,19.2,2.6
2015-01-15T01:00:00,15/01/2015,03:00,270,7.4,19.2,4.2
2015-01-15T02:00:00,15/01/2015,04:00,315,5.4,19.2,2.4
